player_id,progressive_passes,total_passes,progressive_pass_pct,final_third_entries,defensive_actions,defensive_actions_per90,total_onball_events,inaccurate_events,dangerous_losses,inaccurate_rate,dangerous_loss_rate
15032,586,853,0.6869871043376319,90,64.0,1.8823529411764703,1591,226,1,0.142049025769956,0.0006285355122564
173214,60,642,0.0934579439252336,18,53.0,1.908,1483,446,2,0.3007417397167903,0.0013486176668914
56274,53,466,0.1137339055793991,24,59.0,3.198795180722892,1440,478,0,0.3319444444444444,0.0
14838,334,1419,0.2353770260747004,175,171.0,7.125,2201,379,2,0.1721944570649704,0.0009086778736937
25622,158,1176,0.1343537414965986,63,137.0,4.188179347826087,2533,673,2,0.2656928543229372,0.0007895775759968
40657,279,1163,0.2398968185726569,129,165.0,6.837016574585635,2031,394,1,0.1939931068439192,0.000492368291482
360992,199,955,0.2083769633507853,94,175.0,6.82704811443433,1771,341,3,0.1925465838509316,0.0016939582156973
14803,522,1473,0.3543788187372709,116,224.0,8.582375478927203,2255,348,2,0.1543237250554323,0.0008869179600886
388267,130,908,0.1431718061674008,60,84.0,3.4054054054054053,1888,496,2,0.2627118644067797,0.0010593220338983
146583,166,1178,0.1409168081494057,60,73.0,2.8185328185328187,2008,468,0,0.2330677290836653,0.0
14795,805,1929,0.4173146708138932,210,210.0,8.540442837776773,2623,369,1,0.1406786122760198,0.0003812428516965
14736,483,731,0.6607387140902873,8,36.0,1.2413793103448276,1089,145,0,0.133149678604224,0.0
14726,117,767,0.1525423728813559,61,31.0,2.3057851239669422,1277,228,0,0.1785434612372748,0.0
14716,526,1385,0.379783393501805,180,113.0,6.186131386861314,1749,262,1,0.1497998856489422,0.0005717552887364
14724,220,1161,0.1894918173987941,103,79.0,4.584139264990329,1721,268,2,0.1557234166182452,0.0011621150493898
20475,257,1109,0.2317403065825067,132,149.0,9.191226867717614,1720,287,4,0.166860465116279,0.0023255813953488
3345,321,1244,0.2580385852090032,185,81.0,5.869565217391304,1720,223,0,0.1296511627906977,0.0
25861,353,1311,0.2692601067887109,174,226.0,8.446843853820598,2052,385,3,0.1876218323586744,0.0014619883040935
367621,148,770,0.1922077922077922,84,104.0,5.872020075282308,1371,328,0,0.2392414296134208,0.0
15942,76,449,0.1692650334075723,46,84.0,6.494845360824742,989,266,2,0.268958543983822,0.0020222446916076
15129,162,869,0.1864211737629459,82,59.0,2.3620996441281137,1636,450,0,0.2750611246943765,0.0
263614,163,809,0.2014833127317676,84,80.0,4.128440366972478,1530,376,2,0.2457516339869281,0.0013071895424836
18670,107,396,0.2702020202020202,45,103.0,8.053866203301476,822,193,0,0.2347931873479318,0.0
19525,572,899,0.6362625139043382,95,48.0,1.4860681114551084,1566,193,1,0.1232439335887611,0.0006385696040868
15125,324,1285,0.2521400778210116,141,164.0,4.96969696969697,2428,547,2,0.2252883031301482,0.000823723228995
49982,62,310,0.2,25,80.0,8.450704225352112,626,158,1,0.2523961661341853,0.0015974440894568
271990,28,202,0.1386138613861386,19,34.0,3.651551312649164,601,203,2,0.3377703826955074,0.0033277870216306
82518,207,949,0.2181243414120126,97,107.0,5.87912087912088,1515,380,2,0.2508250825082508,0.0013201320132013
134399,42,355,0.1183098591549295,16,44.0,2.099681866383881,1207,438,0,0.3628831814415907,0.0
